date,VND,demand,supply
2022-12-01,42.15,3771,4748
2022-11-01,39.40,2715,3106
2022-10-01,38.85,2731,3090
2022-07-01,39.20,3074,3916
2022-06-01,38.00,4094,4561
2022-05-01,37.05,2214,2141
2022-04-01,37.40,2108,2424
2021-12-31,37.10,3798,4699
2021-12-30,35.40,1085,1270
2021-12-29,35.20,1435,1278
2021-12-28,35.20,1625,1221
2021-12-27,35.30,1183,939
2021-12-24,35.00,1811,1211
2021-12-23,34.50,2882,951
2021-12-22,43.30,2286,1940
2021-12-21,43.80,2064,1427
2021-12-20,44.60,1380,1156
2021-12-17,44.90,1705,1685
2021-12-16,44.90,1497,1076
2021-12-15,44.90,1448,1466
2021-12-14,45.30,1044,2177
2021-12-13,45.50,1605,2674
2021-10-12,44.60,1652,2711
2021-09-12,44.00,1039,1076
2021-08-12,44.00,1212,1601
2021-07-12,43.60,1460,1529
2021-06-12,41.95,2127,1416
2021-03-12,42.00,2041,1249
2021-02-12,44.20,1287,1531
2021-01-12,44.30,1800,1282
2021-11-30,44.40,2331,2087
2021-11-29,44.50,2900,1492
2021-11-26,45.45,2418,2466
2021-11-25,45.35,2833,2639
2021-11-24,46.05,2606,3667
2021-11-23,44.70,1686,1841
2021-11-22,45.55,2585,3376
2021-11-19,44.40,2792,3909
2021-11-18,44.50,2406,4316
2021-11-17,43.60,1447,2904
2021-11-16,42.80,1442,1443
2021-11-15,42.80,1642,1558
2021-12-11,43.20,1512,1375
2021-11-11,42.80,2050,1995
2021-10-11,43.00,1834,1764
2021-09-11,43.00,2625,2388
2021-08-11,43.90,2247,2944
2021-05-11,43.60,1627,2853
2021-04-11,44.00,2294,3996
2021-03-11,43.05,2877,5554
2021-02-11,41.95,1523,2515
2021-01-11,41.80,1729,3798
2021-10-29,41.50,2465,4253
2021-10-28,39.85,1366,2291
2021-10-27,39.90,1748,2103
2021-10-26,39.20,1190,923
2021-10-25,39.20,1466,1185
2021-10-22,39.30,1483,1096
2021-10-21,39.50,1045,1213
2021-10-20,39.75,1631,1477
2021-10-19,40.05,1653,3389
2021-10-18,39.30,1721,1689
2021-10-15,39.50,1494,1186
2021-10-14,39.55,1486,1185
2021-10-13,39.90,1638,1919
2021-12-10,40.25,1645,3122
2021-11-10,40.00,1592,2471
2021-08-10,39.20,1307,1442
2021-07-10,39.15,1166,1498
2021-06-10,39.40,940,1935
2021-05-10,39.30,948,1275
2021-04-10,38.90,1724,1463
2021-01-10,38.80,2301,1426
2021-09-30,39.45,1775,1327
2021-09-29,39.90,1903,1507
2021-09-28,40.10,1430,2417
2021-09-27,39.40,1455,2110
2021-09-24,39.70,1100,1426
2021-09-23,39.45,1298,1488
2021-09-22,39.60,1495,1503
2021-09-21,39.65,1837,1399
2021-09-20,39.90,1643,2503
2021-09-17,40.00,1504,3259
2021-09-16,39.40,1245,1789
2021-09-15,38.80,1642,1186
2021-09-14,38.70,2443,1700
2021-09-13,39.15,2304,1415
2021-10-09,39.65,1221,1427
2021-09-09,39.80,1328,1308
2021-08-09,39.60,2181,2434
2021-07-09,39.70,2339,2702
2021-06-09,39.10,1894,1962
2021-01-09,39.00,2188,1574
2021-08-31,38.95,2650,1838
2021-08-30,39.45,2029,1765
2021-08-27,38.70,3701,2058
2021-08-26,38.60,4111,2255
2021-08-25,39.45,2753,1819
2021-08-24,39.40,4587,2669
2021-08-23,39.30,4522,2134
2021-08-20,40.50,6427,2844
2021-08-19,42.50,2871,1353
2021-08-18,42.65,2286,1487
2021-08-17,42.95,2155,2097
2021-08-16,43.30,3751,3094
2021-08-13,42.55,3225,1898
2021-12-08,42.80,1834,1784
2021-11-08,43.10,2350,4429
2021-10-08,43.30,1980,2791
2021-09-08,43.15,2126,2269
2021-06-08,42.90,2282,2519
2021-05-08,42.95,2924,2304
2021-04-08,43.00,2393,2863
2021-03-08,43.35,2307,2494
2021-02-08,42.55,3011,4582
2021-07-30,41.10,2440,2503
2021-07-29,41.00,1623,2077
2021-07-28,40.50,1842,1340
2021-07-27,40.20,1965,1744
2021-07-26,40.00,2876,1465
2021-07-23,40.20,2930,2375
2021-07-22,41.00,1963,1773
2021-07-21,40.70,2371,1423
2021-07-20,41.00,3835,2948
2021-07-19,39.65,3746,2261
2021-07-16,42.50,1547,1863
2021-07-15,42.70,2091,2536
2021-07-14,42.60,2567,1915
2021-07-13,42.40,2537,2191
2021-12-07,42.00,5203,3373
2021-09-07,44.90,3733,2663
2021-08-07,45.80,2501,2428
2021-07-07,45.50,4847,2887
2021-06-07,44.00,5172,8014
2021-05-07,46.65,4791,2820
2021-02-07,47.05,4529,3715
2021-01-07,47.30,3444,3839
2021-06-30,47.25,2740,5078
2021-06-29,46.90,3465,5741
2021-06-28,46.90,5215,7122
2021-06-25,45.55,3138,2806
2021-06-24,45.20,2278,2801
2021-06-23,45.40,2735,3888
2021-06-22,45.00,3123,2235
2021-06-21,45.00,5442,2258
2021-06-18,46.15,2735,3781
2021-06-17,45.90,3146,4168
2021-06-16,45.30,4611,4331
2021-06-15,44.90,4548,2597
2021-06-14,44.90,3712,2639
2021-11-06,45.20,5214,4601
2021-10-06,43.90,5072,2498
2021-09-06,45.45,4486,3296
2021-08-06,44.80,4628,3596
2021-07-06,46.80,6301,3410
2021-04-06,49.00,3321,4058
2021-03-06,48.80,5104,4821
2021-02-06,47.40,6239,3702
2021-01-06,48.00,4182,4312
2021-05-31,48.70,4856,5288
2021-05-28,47.15,7524,6602
2021-05-27,45.40,6073,5421
2021-05-26,46.65,7095,5345
2021-05-25,46.70,5413,8187
2021-05-24,46.00,5038,10408
2021-05-21,44.75,7906,12265
2021-05-20,41.85,4215,4322
2021-05-19,40.90,4184,2569
2021-05-18,40.90,5580,3827
2021-05-17,41.80,2806,3741
2021-05-14,42.35,2724,4414
2021-05-13,42.60,3805,5023
2021-12-05,42.65,3565,3645
2021-11-05,42.10,3354,7259
2021-10-05,41.40,3893,3992
2021-07-05,40.65,5418,2493
2021-06-05,41.25,3336,2390
2021-05-05,41.90,3155,2947
2021-04-05,41.30,3731,2378
2021-04-29,41.00,2830,2319
2021-04-28,40.60,2612,1427
2021-04-27,40.35,3398,1696
2021-04-26,40.50,4414,2194
2021-04-23,42.00,4758,3035
2021-04-22,41.00,3612,2364
2021-04-20,43.20,2696,3445
2021-04-19,43.00,4634,2419
2021-04-16,42.00,5989,2603
2021-04-15,43.05,5251,2123
2021-04-14,44.00,4636,1740
2021-04-13,43.65,3918,2218
2021-12-04,44.75,4738,2833
2021-09-04,44.30,4770,2417
2021-08-04,44.80,2755,3073
2021-07-04,45.55,2241,2182
2021-06-04,45.75,3735,4097
2021-05-04,45.55,4199,4913
2021-02-04,45.00,2990,5484
2021-01-04,43.95,1976,3463
2021-03-31,42.95,1699,2626
2021-03-30,42.85,2278,2072
2021-03-29,42.55,1455,1244
2021-03-26,42.10,3300,1755
2021-03-25,42.25,2983,1701
2021-03-24,42.15,4093,2156
2021-03-23,43.70,4994,2054
2021-03-22,44.65,2594,3136
2021-03-19,45.00,2887,3858
2021-03-18,45.00,3715,6816
2021-03-17,43.30,4642,2274
2021-03-16,42.40,2669,1397
2021-03-15,43.00,1828,2557
2021-12-03,43.35,1844,2570
2021-11-03,43.30,1686,2127
2021-10-03,42.00,3110,1231
2021-09-03,41.85,3280,1144
2021-08-03,42.45,1948,1347
2021-05-03,42.40,2668,1095
2021-04-03,42.75,1834,2138
2021-03-03,43.80,1662,1477
2021-02-03,44.05,1778,2370
2021-01-03,44.10,2267,2214
2021-02-26,43.60,2240,1339
2021-02-25,42.95,2882,1463
2021-02-24,43.05,2222,1722
2021-02-23,44.00,1795,1753
2021-02-22,43.75,1424,2085
2021-02-19,44.10,1794,2736
2021-02-18,43.40,2179,2637
2021-02-17,42.10,1583,1589
2021-09-02,40.80,2060,1971
2021-08-02,40.10,2981,2130
2021-05-02,41.80,1319,1447
2021-04-02,41.50,1600,1462
2021-03-02,41.35,2105,1846
2021-02-02,39.35,2366,1637
2021-01-02,39.10,2017,1816
2021-01-29,39.90,2869,2113
2021-01-28,38.45,2681,2245
2021-01-27,41.30,2891,1856
